,WindGustDir,WindDir3pm,WindDir9am,RainToday,RainTomorrow
83866,W,ENE,WSW,Yes,No
83867,S,ENE,W,No,Yes
83868,NE,ENE,SE,Yes,No
83869,ENE,ENE,ESE,No,No
83870,NE,NE,NNE,No,No
83871,SE,NE,NW,No,No
83872,SE,ENE,E,No,No
83873,ENE,NNE,E,No,No
83874,ENE,ENE,N,No,No
83875,NE,NE,WNW,No,No
83876,ENE,ENE,E,No,No
83877,NE,NE,NNW,No,No
83878,ESE,E,NW,No,No
83879,E,E,SE,No,No
83880,NE,NE,NW,No,No
83881,E,ENE,S,No,No
83882,ENE,ENE,E,No,No
83883,ENE,NNE,N,No,Yes
83884,W,W,NW,Yes,No
83885,WNW,W,W,No,No
83886,E,ENE,SSW,No,No
83887,E,ENE,S,No,No
83888,ESE,ESE,S,No,No
83889,E,ENE,SE,No,No
83890,NE,ENE,SSE,No,No
83891,ESE,ESE,SSE,No,No
83892,E,E,SSE,No,No
83893,NE,NE,NW,No,No
83894,NE,NE,NNE,No,No
83895,ENE,NE,N,No,No
83896,NE,NNE,E,No,No
83897,NE,ENE,NNE,No,Yes
83898,E,ENE,ESE,Yes,No
83899,E,E,S,No,No
83900,ENE,NE,E,No,No
83901,NNE,NNE,N,No,No
83902,NNE,NNE,NNW,No,No
83903,E,ESE,S,No,No
83904,E,ESE,ESE,No,No
83905,E,ENE,ENE,No,No
83906,ENE,ENE,NE,No,No
83907,NE,NE,NNW,No,Yes
83908,ENE,NNE,N,Yes,No
83909,ENE,NE,ESE,No,No
83910,NE,ENE,WNW,No,No
83911,NE,NNE,N,No,No
83912,NE,ENE,ENE,No,No
83913,ESE,E,ENE,No,Yes
83914,E,ENE,SE,Yes,No
83915,NNE,NE,N,No,No
83916,NE,NNE,ENE,No,No
83917,W,NE,ENE,No,No
83918,E,E,ESE,No,Yes
83919,ENE,NE,S,Yes,Yes
83920,SW,ENE,ENE,Yes,Yes
83921,NE,NE,NE,Yes,No
83922,NE,NE,NNW,No,No
83923,NE,NE,NNW,No,No
83924,NE,NNE,NNE,No,No
83925,NE,NE,NNW,No,No
83926,NNE,NNE,NW,No,Yes
83927,ENE,ENE,N,Yes,Yes
83928,SW,NE,NNW,Yes,Yes
83929,ESE,E,SE,Yes,No
83930,ENE,E,ESE,No,No
83931,NE,ENE,NW,No,No
83932,NNE,NE,ENE,No,No
83933,ENE,NE,NE,No,No
83934,ENE,NE,N,No,No
83935,NE,NE,NNW,No,No
83936,ENE,NE,NNW,No,Yes
83937,ENE,NE,N,Yes,Yes
83938,NNE,NE,NNW,Yes,No
83939,NE,NNE,NNE,No,Yes
83940,ENE,NNE,WNW,Yes,No
83941,NE,ENE,N,No,No
83942,WNW,WNW,NNW,No,Yes
83943,SE,NE,SSE,Yes,Yes
83944,SSE,SE,SSE,Yes,No
83945,SE,ESE,SSE,No,No
83946,NE,E,S,No,No
83947,NE,NE,NNE,No,No
83948,NE,NE,ENE,No,Yes
83949,W,NE,NE,Yes,Yes
83950,E,WSW,WNW,Yes,No
83951,E,E,ESE,No,No
83952,ENE,NE,NNE,No,No
83953,ENE,E,ESE,No,No
83954,E,NNE,E,No,No
83955,NE,NE,NNE,No,No
83956,NE,NE,NNE,No,No
83957,NE,NNE,N,No,Yes
83958,SW,SW,SW,Yes,Yes
83959,WSW,SW,SW,Yes,Yes
83960,ENE,ENE,N,Yes,No
83961,SSE,N,WNW,No,No
83962,E,ENE,SSE,No,Yes
83963,E,NE,NNE,Yes,No
83964,ENE,NE,NE,No,Yes
83965,E,NE,ENE,Yes,Yes
83966,ENE,ENE,E,Yes,No
83967,ESE,SSW,ESE,No,Yes
83968,E,E,ESE,Yes,No
83969,SSE,ESE,SE,No,Yes
83970,E,E,SE,Yes,Yes
83971,E,ENE,E,Yes,No
83972,NE,ENE,NE,No,No
83973,ENE,E,W,No,Yes
83974,ESE,ESE,SW,Yes,Yes
83975,ENE,NE,E,Yes,No
83976,W,W,W,No,No
83977,ENE,NE,SSW,No,No
83978,ENE,NNE,WSW,No,No
83979,E,ENE,SSW,No,No
83980,ENE,ENE,SE,No,Yes
83981,ESE,E,ENE,Yes,No
83982,E,ESE,SSE,No,No
83983,ENE,E,ESE,No,Yes
83984,SE,SE,N,Yes,Yes
83985,ESE,E,SE,Yes,No
83986,W,NE,WNW,No,No
83987,ESE,ESE,ENE,No,No
83988,E,E,ESE,No,Yes
83989,SSE,SSE,SW,Yes,No
83990,E,E,SSW,No,Yes
83991,NE,NNE,NE,Yes,No
83992,SSE,NE,E,No,Yes
83993,ENE,SW,SW,Yes,No
83994,SSE,ESE,SSE,No,Yes
83995,ESE,ESE,S,No,No
83996,SSE,ESE,SE,No,Yes
83997,SSE,ESE,SE,Yes,No
83998,E,E,SSE,No,No
83999,ENE,ENE,SSE,No,No
84000,SE,E,SE,No,Yes
84001,ESE,E,SE,Yes,Yes
84002,E,ESE,S,Yes,Yes
84003,E,ESE,ESE,Yes,Yes
84004,ESE,E,ESE,Yes,No
84005,SSE,E,SE,No,No
84006,E,E,W,No,No
84007,ESE,E,SE,No,No
84008,SE,SE,ESE,No,No
84009,ESE,ESE,ESE,No,Yes
84010,SE,ESE,ESE,Yes,Yes
84011,SE,SW,SSE,Yes,Yes
84012,SSE,SSE,S,Yes,Yes
84013,SSE,SE,SSW,Yes,Yes
84014,SSE,SE,SSE,Yes,No
84015,SE,E,SE,No,No
84016,SSE,E,SE,No,No
84017,E,E,SE,No,Yes
84018,ENE,NE,W,Yes,No
84019,ENE,E,NNW,No,No
84020,NNE,NE,W,No,No
84021,SE,ESE,SSW,No,No
84022,ENE,ENE,SE,No,No
84023,ENE,NNE,NW,No,No
84024,ESE,NE,N,No,No
84025,SSE,ENE,E,No,No
84026,ENE,NE,W,No,No
84027,E,ENE,S,No,No
84028,ENE,ENE,SSW,No,No
84029,E,E,E,No,No
84030,E,E,ESE,No,No
84031,E,ESE,SSE,No,No
84032,SE,ESE,SE,No,No
84033,ESE,ESE,SW,No,No
84034,E,SSW,SW,No,No
84035,E,ESE,SSW,No,No
84036,ENE,ENE,WSW,No,No
84037,SW,NW,SW,No,Yes
84038,ENE,ENE,NNW,Yes,No
84039,NNE,NNE,SW,No,No
84040,E,NW,NE,No,Yes
84041,ENE,SE,WSW,Yes,Yes
84042,E,NE,SSE,Yes,No
84043,NE,NE,SW,No,No
84044,NE,NE,NW,No,Yes
84045,E,NE,N,Yes,No
84046,E,ESE,SW,No,No
84047,ENE,E,SSE,No,No
84048,ENE,ENE,ENE,No,No
84049,ENE,ENE,SW,No,No
84050,E,ENE,SW,No,Yes
84051,ESE,ESE,WSW,Yes,Yes
84052,ENE,S,S,Yes,Yes
84053,E,ENE,S,Yes,No
84054,ENE,NE,WSW,No,Yes
84055,WNW,WNW,NW,Yes,No
84056,NNE,NE,WSW,No,No
84057,W,NNW,N,No,No
84058,WSW,W,W,No,No
84059,ENE,NE,SW,No,No
84060,E,S,SSW,No,No
84061,SSE,ESE,SSW,No,No
84062,W,NE,SW,No,No
84063,SE,E,SSW,No,No
84064,SSE,E,SW,No,No
84065,E,NE,SSW,No,No
84066,ESE,ENE,SW,No,No
84067,E,NE,SW,No,Yes
84068,ENE,ENE,SW,Yes,No
84069,NNE,N,WSW,No,Yes
84070,W,SSW,SSW,Yes,Yes
84071,W,WSW,W,Yes,No
84072,W,W,W,No,No
84073,WSW,S,WSW,No,No
84074,WNW,WSW,SW,No,No
84075,NNW,SE,WSW,No,No
84076,W,W,WSW,No,No
84077,SW,W,SW,No,No
84078,ESE,ESE,S,No,Yes
84079,SSE,SSW,SW,Yes,Yes
84080,S,SSW,SE,Yes,Yes
84081,SSW,WSW,WNW,Yes,No
84082,W,W,SSE,No,No
84083,W,NE,WSW,No,No
84084,WSW,WSW,SSW,No,No
84085,WSW,W,SW,No,No
84086,W,WNW,SW,No,No
84087,WNW,WNW,SW,No,No
84088,WNW,W,W,No,No
84089,W,NNW,WSW,No,No
84090,W,W,W,No,No
84091,W,NW,WSW,No,No
84092,W,ESE,SW,No,No
84093,SE,SE,SSW,No,No
84094,SSE,ESE,W,No,Yes
84095,SE,ESE,SSW,Yes,No
84096,SSW,N,S,No,No
84097,ENE,ENE,SW,No,No
84098,SW,W,NE,No,Yes
84099,W,W,W,Yes,No
84100,ESE,SE,SW,No,No
84101,SSE,ESE,SSW,No,No
84102,SSE,ESE,SW,No,No
84103,SW,NE,SW,No,No
84104,W,SE,WSW,No,No
84105,NE,SE,WSW,No,No
84106,NNE,NE,SW,No,No
84107,NNW,WSW,N,No,No
84108,WNW,W,W,No,No
84109,WSW,WSW,WSW,No,No
84110,SSW,SW,SW,No,No
84111,SSW,WSW,SSW,No,No
84112,W,WNW,WSW,No,No
84113,WSW,SW,SW,No,No
84114,SSE,SSE,SSW,No,No
84115,ENE,NE,SW,No,No
84116,SW,W,SW,No,No
84117,SE,ESE,SW,No,No
84118,SE,SE,SSE,No,Yes
84119,SE,SE,SSW,Yes,Yes
84120,ESE,SE,WSW,Yes,Yes
84121,ESE,SSE,W,Yes,Yes
84122,ESE,SE,SSW,Yes,No
84123,S,SE,SW,No,Yes
84124,W,SE,NE,Yes,Yes
84125,WNW,WNW,SW,Yes,No
84126,W,WSW,WSW,No,No
84127,SW,SW,SW,No,No
84128,ESE,SE,SW,No,No
84129,SSE,ESE,SW,No,No
84130,W,S,W,No,No
84131,SSE,ESE,SW,No,No
84132,W,WSW,SW,No,No
84133,SSE,SE,SSW,No,No
84134,SE,S,SW,No,Yes
84135,NE,E,SW,Yes,Yes
84136,SSE,SSE,SW,Yes,Yes
84137,SSW,NE,SW,Yes,No
84138,WNW,W,SW,No,No
84139,W,W,WSW,No,No
84140,W,SSW,SW,No,No
84141,SSW,WNW,WSW,No,No
84142,W,WNW,WSW,No,No
84143,WNW,WNW,WSW,No,No
84144,W,S,SSW,No,No
84145,SSE,SE,SSW,No,No
84146,SE,ESE,WSW,No,No
84147,NE,ENE,SW,No,No
84148,NNW,NE,SSW,No,No
84149,W,W,WSW,No,No
84150,WNW,W,W,No,No
84151,WSW,W,W,No,No
84152,SW,SE,SW,No,No
84153,W,WNW,SSW,No,No
84154,W,W,W,No,No
84155,WSW,NE,WSW,No,No
84156,ESE,SSE,SW,No,No
84157,E,ESE,WSW,No,No
84158,ENE,E,WSW,No,Yes
84159,ESE,ESE,SW,Yes,Yes
84160,E,E,S,Yes,No
84161,W,NE,SW,No,No
84162,W,W,WSW,No,No
84163,W,WSW,WSW,No,No
84164,W,W,WNW,No,No
84165,ESE,S,SW,No,No
84166,WSW,SSE,SW,No,No
84167,SW,ENE,SW,No,No
84168,W,W,SSW,No,No
84169,ENE,ENE,WSW,No,No
84170,N,NE,SSW,No,No
84171,WSW,ENE,WSW,No,No
84172,W,S,SW,No,No
84173,WNW,W,WSW,No,No
84174,WSW,W,WSW,No,No
84175,SW,SSE,WSW,No,No
84176,ENE,ENE,SSW,No,No
84177,ENE,ENE,SW,No,No
84178,ENE,NE,WSW,No,No
84179,NE,NNE,SSW,No,No
84180,W,NNW,ESE,No,Yes
84181,W,WSW,WSW,Yes,No
84182,SW,SSE,SW,No,No
84183,ENE,ENE,SW,No,No
84184,SE,SE,SW,No,No
84185,NE,N,WSW,No,No
84186,E,ENE,SW,No,No
84187,SSE,E,SW,No,No
84188,E,E,SW,No,No
84189,SE,ENE,S,No,Yes
84190,E,NNE,SSW,Yes,No
84191,NNE,NNE,N,No,No
84192,NE,NE,N,No,Yes
84193,W,ENE,W,Yes,No
84194,W,NW,WSW,No,No
84195,SW,SW,SSW,No,Yes
84196,W,SE,WSW,Yes,No
84197,ENE,ENE,SW,No,Yes
84198,W,W,W,Yes,No
84199,W,W,WSW,No,No
84200,W,NNE,SW,No,Yes
84201,WNW,W,N,Yes,No
84202,W,NNE,WSW,No,No
84203,E,ESE,SSW,No,No
84204,NNE,NE,W,No,No
84205,NE,NE,NE,No,No
84206,W,NW,NNW,No,No
84207,WNW,W,WSW,No,No
84208,E,E,SW,No,No
84209,SE,ESE,SW,No,No
84210,ESE,ESE,SSW,No,No
84211,E,ESE,WSW,No,No
84212,NE,NE,SSW,No,No
84213,NE,NE,WSW,No,No
84214,WSW,ENE,NW,No,Yes
84215,E,ENE,N,Yes,Yes
84216,SSE,S,S,Yes,No
84217,SSE,E,S,No,No
84218,SSE,SSE,SSW,No,Yes
84219,E,E,S,Yes,No
84220,WNW,W,WNW,No,No
84221,ENE,ESE,WSW,No,No
84222,E,ENE,SSW,No,No
84223,S,S,WSW,No,No
84224,ESE,SSE,S,No,No
84225,E,ENE,SW,No,Yes
84226,NE,NE,SSW,Yes,No
84227,WNW,NW,S,No,Yes
84228,NE,NE,NE,Yes,No
84229,ENE,ENE,NE,No,No
84230,ENE,ENE,SW,No,No
84231,E,E,SSE,No,No
84232,NE,NE,WSW,No,No
84233,ENE,NE,SW,No,No
84234,ENE,NE,WNW,No,No
84235,NE,ENE,NNE,No,No
84236,SE,SE,SE,No,Yes
84237,ESE,E,SE,Yes,No
84238,E,ENE,ESE,No,No
84239,ENE,NE,NNE,No,No
84240,NE,NE,NNW,No,No
84241,E,NE,NE,No,No
84242,NE,ENE,N,No,Yes
84243,E,ENE,ESE,Yes,No
84244,ENE,ENE,SE,No,No
84245,ENE,ENE,W,No,No
84246,E,E,E,No,No
84247,ENE,ESE,E,No,No
84248,ENE,ENE,W,No,No
84249,ENE,NE,ENE,No,No
84250,W,NE,NE,No,Yes
84251,ESE,ESE,S,Yes,No
84252,ESE,ESE,ESE,No,Yes
84253,ENE,NE,NNE,Yes,No
84254,NE,NE,WNW,No,Yes
84255,ESE,SE,NW,Yes,Yes
84256,SE,ESE,SSE,Yes,Yes
84257,E,ESE,SE,Yes,No
84258,E,ENE,ESE,No,No
84259,ENE,ENE,NNE,No,No
84260,NE,NE,NW,No,No
84261,ENE,NE,WNW,No,No
84262,NE,NE,NE,No,Yes
84263,NNE,NNE,ENE,Yes,No
84264,NE,ENE,WNW,No,Yes
84265,NNW,ENE,NE,Yes,No
84266,SSE,ENE,NW,No,No
84267,SE,NE,E,No,Yes
84268,ESE,ESE,S,Yes,No
84269,ENE,ENE,E,No,No
84270,ENE,E,SE,No,No
84271,E,ENE,ESE,No,No
84272,NE,NE,NE,No,No
84273,N,NNE,S,No,Yes
84274,SE,SE,SSW,Yes,No
84275,ESE,E,SSE,No,No
84276,E,NE,SE,No,No
84277,N,NNE,NE,No,No
84278,ENE,ENE,N,No,No
84279,NE,NNE,ENE,No,No
84280,ESE,ENE,ENE,No,No
84281,SE,ESE,E,No,No
84282,NE,NE,ENE,No,No
84283,E,E,E,No,No
84284,NE,NE,N,No,No
84285,NE,NNE,N,No,No
84286,E,ENE,E,No,No
84287,E,NE,NNW,No,No
84288,WNW,NE,NNE,No,Yes
84289,NE,NE,NNE,Yes,No
84290,NE,NE,NNE,No,No
84291,WNW,WNW,NNW,No,Yes
84292,SE,SSE,SSW,Yes,No
84293,SSE,SSE,S,No,No
84294,ESE,ESE,S,No,No
84295,E,E,ESE,No,No
84296,ENE,ENE,ESE,No,No
84297,ENE,NE,NE,No,No
84298,NE,NE,NW,No,No
84299,SE,NNE,WSW,No,No
84300,NNE,NE,NNE,No,No
84301,W,SE,WSW,No,Yes
84302,E,SE,SSW,Yes,No
84303,ENE,ENE,NE,No,No
84304,E,ENE,NNE,No,No
84305,E,ESE,E,No,Yes
84306,E,ESE,ESE,Yes,Yes
84307,NE,ENE,ESE,Yes,No
84308,ENE,ENE,NW,No,No
84309,NE,ENE,NNE,No,No
84310,NE,NNE,NE,No,No
84311,NE,NE,ENE,No,No
84312,E,ENE,ENE,No,Yes
84313,SSE,ENE,SSW,Yes,Yes
84314,SE,SE,SW,Yes,No
84315,N,NE,ESE,No,No
84316,SE,ENE,NNE,No,No
84317,SSE,SE,SE,No,No
84318,SSE,SE,S,No,No
84319,SSE,ESE,S,No,No
84320,E,SE,SSE,No,No
84321,ESE,E,SSE,No,No
84322,ENE,ENE,SE,No,No
84323,SE,E,S,No,Yes
84324,ENE,ENE,SSW,Yes,Yes
84325,W,W,SW,No,No
84326,NE,ENE,E,No,No
84327,W,ENE,SE,No,No
84328,ENE,ENE,WNW,No,No
84329,ENE,E,W,No,No
84330,W,ENE,ESE,No,No
84331,ENE,NE,NE,No,No
84332,ENE,ENE,NNE,No,No
84333,ENE,NE,NNE,No,No
84334,SE,E,SSW,No,No
84335,ESE,ESE,SSW,No,No
84336,ESE,SE,SE,No,No
84337,E,E,SSE,No,No
84338,ENE,NE,WNW,No,No
84339,NE,NNE,NE,No,No
84340,NE,NE,NNE,No,No
84341,NE,NE,NW,No,No
84342,WSW,ENE,N,No,Yes
84343,E,E,SSE,Yes,No
84344,ENE,ENE,E,No,Yes
84345,ESE,E,SSW,Yes,No
84346,ENE,ENE,SSE,No,No
84347,NE,NNE,NNW,No,Yes
84348,ENE,NE,NNE,Yes,Yes
84349,NNE,NE,NNE,Yes,Yes
84350,NNE,NNE,NNW,Yes,No
84351,E,ENE,NE,No,No
84352,W,WNW,E,No,No
84353,ESE,S,S,No,Yes
84354,SE,SE,SE,Yes,Yes
84355,SSE,SE,SSW,Yes,No
84356,ESE,SE,SSW,No,No
84357,SSE,ESE,SE,No,No
84358,E,ESE,SSE,No,No
84359,E,ESE,SE,No,No
84360,SE,SE,SSE,No,No
84361,SE,SE,S,No,No
84362,E,E,S,No,No
84363,ENE,ESE,SW,No,No
84364,NE,ENE,WSW,No,No
84365,E,ENE,SE,No,No
84366,NE,NE,NNE,No,No
84367,NE,NE,NE,No,Yes
84368,E,NE,NW,Yes,No
84369,SE,ESE,ESE,No,No
84370,E,ESE,SE,No,No
84371,E,ESE,SE,No,No
84372,E,ENE,ESE,No,No
84373,NE,NE,ESE,No,No
84374,E,ENE,WNW,No,No
84375,E,ESE,SE,No,No
84376,SSE,ESE,SSW,No,No
84377,SE,ESE,SSE,No,No
84378,E,SSE,SSE,No,Yes
84379,E,ENE,SSW,Yes,Yes
84380,NE,ENE,ENE,Yes,No
84381,E,E,ESE,No,No
84382,SE,SE,SE,No,Yes
84383,E,E,W,Yes,Yes
84384,E,E,S,Yes,Yes
84385,E,E,SSW,Yes,Yes
84386,E,E,E,Yes,Yes
84387,ENE,ENE,S,Yes,Yes
84388,NE,ENE,N,Yes,No
84389,SE,SE,SSE,No,Yes
84390,E,E,WSW,Yes,Yes
84391,E,E,SSE,Yes,No
84392,SE,ESE,S,No,Yes
84393,SE,SE,S,Yes,No
84394,SE,SE,SE,No,No
84395,ENE,ENE,WSW,No,Yes
84396,SE,E,WNW,Yes,No
84397,SE,ESE,SW,No,No
84398,ESE,ESE,S,No,No
84399,E,ESE,S,No,No
84400,E,ENE,S,No,Yes
84401,NE,ENE,SSW,Yes,No
84402,ENE,ENE,WSW,No,No
84403,ENE,ENE,SW,No,Yes
84404,WSW,SE,SW,Yes,No
84405,NE,NE,WSW,No,No
84406,NE,NE,SSW,No,No
84407,WNW,NE,N,No,Yes
84408,E,E,SW,Yes,No
84409,ENE,E,W,No,No
84410,ENE,NE,WSW,No,No
84411,E,ESE,W,No,No
84412,SE,ESE,SSE,No,No
84413,E,ESE,SSW,No,No
84414,ENE,ENE,SSW,No,No
84415,NE,ENE,SW,No,No
84416,ENE,ENE,N,No,No
84417,E,ENE,NW,No,No
84418,ENE,NNE,WNW,No,No
84419,W,S,WNW,No,No
84420,E,SE,ESE,No,No
84421,SSE,ESE,SSE,No,Yes
84422,ESE,ESE,SSE,Yes,No
84423,ESE,W,SSW,No,No
84424,ESE,E,SW,No,No
84425,ENE,E,WSW,No,No
84426,E,E,SSW,No,No
84427,E,ENE,SW,No,No
84428,E,E,WSW,No,No
84429,SE,SSE,WSW,No,Yes
84430,ENE,ENE,SSW,Yes,No
84431,ESE,E,WSW,No,No
84432,SSE,SE,SSW,No,No
84433,SSE,SE,SSW,No,Yes
84434,ESE,ESE,S,Yes,No
84435,ESE,ESE,SE,No,Yes
84436,ENE,E,W,Yes,No
84437,E,E,SSW,No,Yes
84438,ENE,ENE,W,Yes,Yes
84439,E,W,SSE,Yes,Yes
84440,E,E,WSW,Yes,Yes
84441,NW,W,SW,Yes,No
84442,ESE,ENE,WSW,No,No
84443,ENE,E,WSW,No,No
84444,NE,ENE,SSW,No,No
84445,ESE,E,SSW,No,No
84446,ENE,ENE,SW,No,No
84447,N,NE,SW,No,No
84448,W,W,NNE,No,No
84449,WSW,SE,WSW,No,No
84450,WNW,W,WSW,No,No
84451,SSW,ENE,SW,No,No
84452,ENE,NE,SW,No,No
84453,ENE,NE,SSW,No,No
84454,NE,NE,W,No,No
84455,NE,NE,SW,No,No
84456,ENE,NE,SSW,No,No
84457,SSW,SSW,SW,No,No
84458,W,NE,SSW,No,No
84459,E,SE,SSW,No,No
84460,ENE,NNE,S,No,No
84461,NE,NNE,SSW,No,No
84462,NE,NNE,S,No,No
84463,NE,ENE,SSW,No,No
84464,NE,NE,N,No,No
84465,W,W,WNW,No,No
84466,W,W,W,No,No
84467,W,SW,W,No,No
84468,ENE,ENE,WSW,No,No
84469,ESE,ESE,SW,No,No
84470,SSE,ESE,SW,No,No
84471,ESE,ESE,S,No,Yes
84472,ENE,ESE,WSW,Yes,Yes
84473,NE,NNE,E,Yes,Yes
84474,W,W,W,Yes,No
84475,W,W,W,No,No
84476,W,W,WNW,No,No
84477,WNW,W,WSW,No,No
84478,NE,ENE,SW,No,No
84479,W,W,WSW,No,No
84480,SW,WSW,SW,No,No
84481,SSE,SE,SW,No,Yes
84482,E,SE,SW,Yes,Yes
84483,E,SE,SW,Yes,Yes
84484,SE,ESE,SSE,Yes,Yes
84485,E,E,N,Yes,No
84486,NE,NE,WSW,No,No
84487,W,NE,WSW,No,Yes
84488,NE,NE,NE,Yes,Yes
84489,W,WNW,WNW,Yes,No
84490,W,WNW,WNW,No,No
84491,WNW,WNW,E,No,Yes
84492,W,W,W,Yes,No
84493,W,W,NW,No,No
84494,WSW,W,WSW,No,No
84495,WSW,E,SW,No,No
84496,W,WNW,SE,No,Yes
84497,WNW,W,W,Yes,No
84498,W,SW,SW,No,No
84499,WSW,NE,SW,No,No
84500,WNW,WNW,S,No,No
84501,WSW,WSW,SW,No,No
84502,NE,ENE,SW,No,No
84503,NE,NE,SSW,No,Yes
84504,WSW,NE,WSW,Yes,Yes
84505,W,W,W,Yes,No
84506,W,WNW,W,No,No
84507,W,W,WSW,No,No
84508,SSW,WSW,SW,No,No
84509,ESE,E,SW,No,No
84510,ENE,NE,SSW,No,No
84511,W,WSW,SE,No,No
84512,WNW,W,W,No,No
84513,WSW,SSW,SW,No,No
84514,SE,SE,SSW,No,No
84515,SE,S,S,No,Yes
84516,E,ESE,SW,Yes,Yes
84517,NE,ENE,SW,Yes,No
84518,ENE,NE,SW,No,No
84519,NNE,NNE,SW,No,No
84520,NW,NE,ENE,No,No
84521,NNE,NE,WSW,No,No
84522,W,WNW,NW,No,No
84523,W,ENE,WSW,No,No
84524,W,WNW,WSW,No,No
84525,W,WNW,WNW,No,No
84526,WNW,W,W,No,No
84527,WSW,E,SW,No,No
84528,NW,NNE,SW,No,No
84529,ENE,E,SW,No,No
84530,NE,NE,SW,No,No
84531,ENE,NE,WSW,No,No
84532,NNW,NW,SSE,No,Yes
84533,W,WNW,W,Yes,No
84534,WSW,S,SW,No,No
84535,SSW,SE,SSW,No,No
84536,E,SSE,SW,No,No
84537,E,ENE,SW,No,No
84538,E,E,SSW,No,No
84539,NNW,NE,SSW,No,No
84540,ENE,NE,WSW,No,No
84541,WSW,NW,NNE,No,Yes
84542,SE,E,SW,Yes,No
84543,WNW,NW,WSW,No,No
84544,E,ENE,SW,No,No
84545,E,ESE,SW,No,No
84546,E,ESE,W,No,No
84547,E,E,SW,No,No
84548,SE,NE,WNW,No,No
84549,ENE,ENE,W,No,No
84550,ENE,NE,NE,No,Yes
84551,E,ENE,W,Yes,No
84552,NE,NE,WSW,No,No
84553,NE,ENE,N,No,No
84554,NE,SSW,N,No,Yes
84555,WNW,W,W,Yes,No
84556,W,ENE,WSW,No,No
84557,W,WSW,SW,No,No
84558,W,ENE,SW,No,No
84559,ENE,NE,SW,No,No
84560,NE,NE,N,No,No
84561,NE,NE,SW,No,No
84562,NE,ENE,WSW,No,No
84563,NNE,NNE,NNE,No,Yes
84564,W,W,WNW,Yes,No
84565,W,ENE,WSW,No,No
84566,E,ESE,WSW,No,No
84567,E,ESE,SW,No,No
84568,E,ESE,SE,No,No
84569,E,E,E,No,No
84570,ENE,ENE,ENE,No,Yes
84571,NE,N,NE,Yes,Yes
84572,ENE,NE,WSW,Yes,No
84573,ENE,ENE,SW,No,No
84574,ENE,ENE,NE,No,No
84575,NNE,NNE,N,No,No
84576,WSW,NNW,W,No,Yes
84577,W,W,WSW,Yes,No
84578,ENE,NE,W,No,Yes
84579,NE,NNE,N,Yes,Yes
84580,W,WNW,WNW,Yes,No
84581,NE,NE,S,No,No
84582,WSW,SE,N,No,Yes
84583,W,W,W,Yes,No
84584,NW,W,WSW,No,No
84585,ENE,ENE,WSW,No,No
84586,WNW,WSW,W,No,No
84587,W,NE,WSW,No,No
84588,WNW,WSW,WSW,No,No
84589,ENE,ENE,SW,No,No
84590,NNW,NNW,N,No,Yes
84591,W,W,WNW,Yes,No
84592,W,W,WSW,No,No
84593,ENE,ENE,WSW,No,No
84594,WNW,NE,N,No,Yes
84595,WNW,W,WSW,Yes,No
84596,W,WSW,W,No,No
84597,W,ENE,WSW,No,No
84598,ENE,NE,SSW,No,No
84599,WNW,NE,N,No,No
84600,ESE,ESE,SE,No,No
84601,ENE,NNE,S,No,No
84602,ESE,E,NNW,No,No
84603,E,ENE,ESE,No,No
84604,SE,SE,WSW,No,No
84605,E,E,SSE,No,No
84606,ENE,ENE,ESE,No,No
84607,NE,NE,WNW,No,No
84608,W,NNE,NNW,No,Yes
84609,WSW,ENE,S,Yes,No
84610,NE,ENE,SW,No,No
84611,E,ENE,N,No,No
84612,NE,NE,NNE,No,No
84613,ENE,NE,N,No,Yes
84614,W,WSW,WSW,Yes,No
84615,NE,NE,S,No,No
84616,SE,NE,NNW,No,No
84617,NE,NE,N,No,No
84618,ENE,NE,NW,No,No
84619,NE,NNE,SSE,No,No
84620,E,ENE,NE,No,No
84621,ENE,NE,NE,No,No
84622,E,NE,WNW,No,Yes
84623,SE,NE,SSW,Yes,Yes
84624,W,ENE,S,Yes,No
84625,W,ENE,NE,No,No
84626,NE,NNE,SSW,No,No
84627,NE,NE,NW,No,No
84628,ENE,ENE,S,No,No
84629,ENE,NE,ENE,No,No
84630,NE,NNE,NNE,No,No
84631,NE,NNE,NNW,No,Yes
84632,ESE,ENE,NW,Yes,No
84633,NNE,NE,NW,No,No
84634,SSE,ENE,NNE,No,Yes
84635,N,NE,NW,Yes,No
84636,WSW,W,W,No,No
84637,ENE,ESE,S,No,No
84638,ENE,NE,ENE,No,No
84639,E,SE,SE,No,No
84640,ENE,ENE,E,No,No
84641,W,NE,ESE,No,No
84642,E,ENE,ENE,No,No
84643,ENE,ENE,E,No,No
84644,E,ESE,ESE,No,No
84645,NE,NE,SE,No,No
84646,ESE,ESE,WSW,No,No
84647,E,ENE,NE,No,No
84648,ENE,ENE,ESE,No,No
84649,ENE,NE,SW,No,No
84650,NE,NNE,WNW,No,No
84651,NE,NE,N,No,No
84652,SSE,NNE,N,No,Yes
84653,NNE,NE,NNW,Yes,No
84654,NE,NNE,NW,No,No
84655,WSW,NE,NNE,No,Yes
84656,NE,NE,NE,Yes,No
84657,NE,NE,NE,No,Yes
84658,ENE,ENE,NNE,Yes,Yes
84659,SE,ENE,NNW,Yes,Yes
84660,NE,NE,ENE,Yes,Yes
84661,W,WNW,W,Yes,Yes
84662,ESE,E,ESE,Yes,No
